Radial distribution function data created by SMolDAT v.v01
0.01	0
0.03	0
0.05	0
0.07	0
0.09	0
0.11	0
0.13	0
0.15	0
0.17	0
0.19	0
0.21	0
0.23	0
0.25	0
0.27	0
0.29	0
0.31	0
0.33	0
0.35	0
0.37	0
0.39	0
0.41	0
0.43	0
0.45	0
0.47	0
0.49	0
0.51	0
0.53	0
0.55	0
0.57	0
0.59	0
0.61	0
0.63	0
0.65	0
0.67	0
0.69	0
0.71	0
0.73	0
0.75	0
0.77	0
0.79	0
0.81	0
0.83	0
0.85	0
0.87	0
0.89	0.00519891
0.91	0.0179025
0.93	0.0666586
0.95	0.187994
0.97	0.365021
0.99	0.563869
1.01	0.731496
1.03	0.871054
1.05	0.958463
1.07	1.069
1.09	1.10847
1.11	1.13707
1.13	1.02622
1.15	1.06557
1.17	1.0102
1.19	0.938729
1.21	0.93158
1.23	0.883567
1.25	0.881348
1.27	0.814999
1.29	0.803288
1.31	0.778947
1.33	0.779909
1.35	0.735732
1.37	0.725817
1.39	0.704228
1.41	0.761449
1.43	0.727007
1.45	0.726286
1.47	0.702846
1.49	0.726397
1.51	0.748824
1.53	0.734301
1.55	0.736386
1.57	0.730108
1.59	0.748019
1.61	0.754335
1.63	0.755157
1.65	0.769937
1.67	0.850836
1.69	0.799095
1.71	0.824172
1.73	0.83082
1.75	0.857927
1.77	0.847324
1.79	0.869625
1.81	0.854033
1.83	0.881951
1.85	0.876462
1.87	0.885607
1.89	0.88149
1.91	0.837614
1.93	0.841129
1.95	0.844325
1.97	0.876505
1.99	0.893917
2.01	0.873158
2.03	0.889016
2.05	0.867835
2.07	0.907851
2.09	0.884148
2.11	0.885041
2.13	0.908802
2.15	0.923332
2.17	0.918985
2.19	0.938683
2.21	0.913507
2.23	0.890735
2.25	0.910601
2.27	0.916364
2.29	0.922573
2.31	0.92874
2.33	0.922422
2.35	0.93423
2.37	0.905479
2.39	0.908268
2.41	0.935373
2.43	0.94403
2.45	0.925113
2.47	0.933008
2.49	0.931763
2.51	0.920111
2.53	0.933672
2.55	0.923897
2.57	0.928279
2.59	0.913753
2.61	0.95143
2.63	0.934157
2.65	0.958345
2.67	0.939536
2.69	0.935634
2.71	0.941725
2.73	0.952512
2.75	0.955044
2.77	0.959551
2.79	0.946055
2.81	0.932949
2.83	0.95714
2.85	0.956835
2.87	0.946046
2.89	0.946803
2.91	0.960678
2.93	0.96363
2.95	0.966887
2.97	0.938969
2.99	0.94635
3.01	0.963088
3.03	0.962258
3.05	0.958799
3.07	0.971516
3.09	0.950009
3.11	0.955202
3.13	0.962959
3.15	0.965628
3.17	0.986677
3.19	0.982842
3.21	0.973431
3.23	0.964887
3.25	0.976129
3.27	0.977859
